"alternative.id","review_issue_id","nbr_comments","nbr_comments_nobot"
"10.21105/joss.01775","1775",34,21
"10.21105/joss.06304","6304",46,26
"10.21105/joss.03336","3336",55,35
"10.21105/joss.04904","4904",97,70
"10.21105/joss.05884","5884",78,51
"10.21105/joss.06587","6587",61,36
"10.21105/joss.01137","1137",37,24
"10.21105/joss.01926","1926",28,13
"10.21105/joss.06366","6366",85,55
"10.21105/joss.03194","3194",49,28
"10.21105/joss.02316","2316",110,73
"10.21105/joss.05296","5296",94,70
"10.21105/joss.05657","5657",58,36
"10.21105/joss.01593","1593",65,41
"10.21105/joss.06503","6503",61,36
"10.21105/joss.03099","3099",86,51
"10.21105/joss.00046","46",29,27
"10.21105/joss.01742","1742",44,26
"10.21105/joss.05407","5407",52,29
"10.21105/joss.05996","5996",24,9
"10.21105/joss.05877","5877",96,74
"10.21105/joss.06340","6340",82,55
"10.21105/joss.05253","5253",165,118
"10.21105/joss.00940","940",49,28
"10.21105/joss.04261","4261",120,83
"10.21105/joss.01359","1359",84,46
"10.21105/joss.01912","1912",88,58
"10.21105/joss.01800","1800",57,36
"10.21105/joss.05855","5855",76,57
"10.21105/joss.05744","5744",92,62
"10.21105/joss.00279","279",19,17
"10.21105/joss.06915","6915",77,50
"10.21105/joss.03390","3390",129,89
"10.21105/joss.00425","425",29,22
"10.21105/joss.00819","819",30,19
"10.21105/joss.05789","5789",85,52
"10.21105/joss.02077","2077",58,41
"10.21105/joss.03039","3039",36,17
"10.21105/joss.06624","6624",67,39
"10.21105/joss.03523","3523",48,28
"10.21105/joss.03607","3607",65,43
"10.21105/joss.04637","4637",111,77
"10.21105/joss.02977","2977",85,49
"10.21105/joss.03417","3417",84,64
"10.21105/joss.06625","6625",81,49
"10.21105/joss.00571","571",16,9
"10.21105/joss.01169","1169",50,29
"10.21105/joss.02513","2513",115,67
"10.21105/joss.00036","36",8,8
"10.21105/joss.02823","2823",127,81
"10.21105/joss.04684","4684",64,40
"10.21105/joss.05428","5428",45,25
"10.21105/joss.02668","2668",70,46
"10.21105/joss.00116","116",10,9
"10.21105/joss.05035","5035",91,61
"10.21105/joss.02507","2507",83,56
"10.21105/joss.06745","6745",67,44
"10.21105/joss.03394","3394",58,36
"10.21105/joss.00025","25",34,34
"10.21105/joss.00506","506",45,32
"10.21105/joss.04908","4908",60,38
"10.21105/joss.01864","1864",58,38
"10.21105/joss.02411","2411",42,26
"10.21105/joss.02784","2784",44,27
"10.21105/joss.00979","979",48,30
"10.21105/joss.04098","4098",107,67
"10.21105/joss.02750","2750",50,33
"10.21105/joss.02597","2597",81,57
"10.21105/joss.03824","3824",79,50
"10.21105/joss.01667","1667",56,34
"10.21105/joss.02563","2563",82,48
"10.21105/joss.01073","1073",41,30
"10.21105/joss.00091","91",21,17
"10.21105/joss.02286","2286",85,50
"10.21105/joss.00473","473",24,14
"10.21105/joss.02369","2369",54,35
"10.21105/joss.00139","139",22,20
"10.21105/joss.04120","4120",72,49
"10.21105/joss.05028","5028",66,41
"10.21105/joss.00774","774",33,28
"10.21105/joss.03393","3393",66,46
"10.21105/joss.00648","648",24,16
"10.21105/joss.01026","1026",25,14
"10.21105/joss.01849","1849",63,37
"10.21105/joss.04982","4982",45,31
"10.21105/joss.00538","538",25,20
"10.21105/joss.06369","6369",82,60
"10.21105/joss.00695","695",34,26
"10.21105/joss.02991","2991",63,39
"10.21105/joss.02174","2174",94,54
"10.21105/joss.00884","884",31,23
"10.21105/joss.01541","1541",59,38
"10.21105/joss.00097","97",36,33
"10.21105/joss.00660","660",32,22
"10.21105/joss.02722","2722",61,39
"10.21105/joss.03457","3457",42,22
"10.21105/joss.00846","846",10,5
"10.21105/joss.01015","1015",28,15
"10.21105/joss.02394","2394",93,70
"10.21105/joss.01392","1392",74,38
"10.21105/joss.01610","1610",57,34
"10.21105/joss.00441","441",19,17
"10.21105/joss.02388","2388",56,37
"10.21105/joss.01721","1721",69,39
"10.21105/joss.00909","909",39,22
"10.21105/joss.02565","2565",85,63
"10.21105/joss.03156","3156",58,35
"10.21105/joss.00775","775",53,39
"10.21105/joss.00217","217",78,64
"10.21105/joss.03274","3274",108,73
"10.21105/joss.02743","2743",105,85
"10.21105/joss.01005","1005",116,84
"10.21105/joss.00710","710",30,23
"10.21105/joss.01478","1478",77,43
"10.21105/joss.00418","418",21,18
"10.21105/joss.05869","5869",89,59
"10.21105/joss.03440","3440",52,32
"10.21105/joss.00208","208",17,14
"10.21105/joss.02405","2405",65,45
"10.21105/joss.01013","1013",74,43
"10.21105/joss.00023","23",12,12
"10.21105/joss.02424","2424",73,48
"10.21105/joss.03348","3348",90,63
"10.21105/joss.06064","6064",43,25
"10.21105/joss.02575","2575",101,83
"10.21105/joss.00255","255",18,16
"10.21105/joss.00169","169",15,11
"10.21105/joss.03631","3631",90,55
"10.21105/joss.01037","1037",86,59
"10.21105/joss.02432","2432",66,48
"10.21105/joss.02372","2372",60,41
"10.21105/joss.02168","2168",107,83
"10.21105/joss.01815","1815",82,58
"10.21105/joss.01480","1480",38,28
"10.21105/joss.01990","1990",39,21
"10.21105/joss.02042","2042",69,50
"10.21105/joss.04677","4677",74,54
"10.21105/joss.01144","1144",38,22
"10.21105/joss.00755","755",46,44
"10.21105/joss.01554","1554",72,43
"10.21105/joss.02463","2463",85,62
"10.21105/joss.05194","5194",72,45
"10.21105/joss.03719","3719",88,67
"10.21105/joss.00960","960",32,25
"10.21105/joss.00168","168",12,9
"10.21105/joss.00230","230",7,5
"10.21105/joss.01524","1524",112,73
"10.21105/joss.00093","93",40,37
"10.21105/joss.03297","3297",47,28
"10.21105/joss.00588","588",48,33
"10.21105/joss.00640","640",16,11
"10.21105/joss.04996","4996",60,37
"10.21105/joss.00234","234",16,14
"10.21105/joss.00020","20",23,23
"10.21105/joss.03991","3991",111,76
"10.21105/joss.02979","2979",61,35
"10.21105/joss.01756","1756",43,24
"10.21105/joss.03937","3937",47,23
"10.21105/joss.00340","340",22,20
"10.21105/joss.00964","964",31,22
"10.21105/joss.03521","3521",58,33
"10.21105/joss.02717","2717",50,33
"10.21105/joss.03429","3429",38,23
"10.21105/joss.03678","3678",63,43
"10.21105/joss.06501","6501",85,45
"10.21105/joss.02166","2166",89,54
"10.21105/joss.02170","2170",63,44
"10.21105/joss.02585","2585",62,41
"10.21105/joss.05661","5661",57,36
"10.21105/joss.02791","2791",62,40
"10.21105/joss.02408","2408",82,58
"10.21105/joss.01982","1982",66,42
"10.21105/joss.00373","373",8,6
"10.21105/joss.02276","2276",133,108
"10.21105/joss.01201","1201",53,33
"10.21105/joss.00044","44",41,38
"10.21105/joss.01038","1038",52,32
"10.21105/joss.03282","3282",38,20
"10.21105/joss.03739","3739",81,47
"10.21105/joss.01228","1228",82,49
"10.21105/joss.00018","18",14,14
"10.21105/joss.03314","3314",80,57
"10.21105/joss.02049","2049",103,72
"10.21105/joss.02558","2558",83,62
"10.21105/joss.00691","691",31,22
"10.21105/joss.00989","989",54,33
"10.21105/joss.03344","3344",87,57
"10.21105/joss.02548","2548",104,81
"10.21105/joss.03784","3784",77,47
"10.21105/joss.00892","892",48,37
"10.21105/joss.06292","6292",93,57
"10.21105/joss.01166","1166",175,108
"10.21105/joss.05772","5772",75,49
"10.21105/joss.00043","43",38,37
"10.21105/joss.00948","948",33,21
"10.21105/joss.01533","1533",56,37
"10.21105/joss.03659","3659",51,33
"10.21105/joss.01513","1513",54,34
"10.21105/joss.03193","3193",25,12
"10.21105/joss.03308","3308",52,32
"10.21105/joss.00408","408",12,10
"10.21105/joss.01661","1661",35,20
"10.21105/joss.01312","1312",76,55
"10.21105/joss.01809","1809",96,59
"10.21105/joss.00437","437",43,38
"10.21105/joss.02812","2812",106,71
"10.21105/joss.03133","3133",89,48
"10.21105/joss.03067","3067",68,44
"10.21105/joss.00941","941",69,48
"10.21105/joss.02584","2584",87,69
"10.21105/joss.05938","5938",45,26
"10.21105/joss.00282","282",19,16
"10.21105/joss.02562","2562",47,30
"10.21105/joss.06729","6729",97,61
"10.21105/joss.03905","3905",70,41
"10.21105/joss.01390","1390",67,39
"10.21105/joss.02180","2180",79,54
"10.21105/joss.02940","2940",41,22
"10.21105/joss.02136","2136",72,50
"10.21105/joss.00527","527",26,19
"10.21105/joss.03772","3772",53,31
"10.21105/joss.02674","2674",71,46
"10.21105/joss.03814","3814",63,36
"10.21105/joss.00531","531",11,6
"10.21105/joss.03284","3284",44,28
"10.21105/joss.00216","216",25,20
"10.21105/joss.03546","3546",69,47
"10.21105/joss.01108","1108",32,20
"10.21105/joss.00862","862",42,28
"10.21105/joss.05205","5205",65,43
"10.21105/joss.01717","1717",74,46
"10.21105/joss.03416","3416",104,71
"10.21105/joss.02849","2849",46,29
"10.21105/joss.03077","3077",102,57
"10.21105/joss.03658","3658",78,48
"10.21105/joss.04183","4183",67,43
"10.21105/joss.06677","6677",66,38
"10.21105/joss.04504","4504",63,44
"10.21105/joss.02409","2409",73,52
"10.21105/joss.00350","350",16,13
"10.21105/joss.04240","4240",44,23
"10.21105/joss.02604","2604",62,41
"10.21105/joss.01236","1236",47,30
"10.21105/joss.05494","5494",71,48
"10.21105/joss.00690","690",8,3
"10.21105/joss.02978","2978",94,69
"10.21105/joss.01397","1397",89,49
"10.21105/joss.05804","5804",94,68
"10.21105/joss.00424","424",23,21
"10.21105/joss.02664","2664",51,35
"10.21105/joss.03860","3860",56,35
"10.21105/joss.06338","6338",83,54
"10.21105/joss.04166","4166",91,55
"10.21105/joss.04472","4472",79,56
"10.21105/joss.00056","56",11,11
"10.21105/joss.05663","5663",47,26
"10.21105/joss.06537","6537",45,27
"10.21105/joss.06037","6037",71,44
"10.21105/joss.03049","3049",47,32
"10.21105/joss.02450","2450",71,50
"10.21105/joss.01576","1576",59,34
"10.21105/joss.01494","1494",63,40
"10.21105/joss.00516","516",28,23
"10.21105/joss.05987","5987",91,61
"10.21105/joss.06619","6619",67,37
"10.21105/joss.04655","4655",79,51
"10.21105/joss.00456","456",58,47
"10.21105/joss.00470","470",17,12
"10.21105/joss.02338","2338",92,59
"10.21105/joss.00684","684",41,33
"10.21105/joss.00615","615",48,37
"10.21105/joss.02376","2376",65,41
"10.21105/joss.02075","2075",56,39
"10.21105/joss.02872","2872",88,63
"10.21105/joss.05585","5585",90,63
"10.21105/joss.01040","1040",48,27
"10.21105/joss.00133","133",15,12
"10.21105/joss.03255","3255",85,43
"10.21105/joss.02381","2381",46,26
"10.21105/joss.02579","2579",62,42
"10.21105/joss.04681","4681",58,36
"10.21105/joss.06174","6174",97,58
"10.21105/joss.01989","1989",55,37
"10.21105/joss.06011","6011",60,36
"10.21105/joss.02974","2974",87,64
"10.21105/joss.04816","4816",82,54
"10.21105/joss.04759","4759",112,76
"10.21105/joss.04872","4872",37,22
"10.21105/joss.04861","4861",85,54
"10.21105/joss.04864","4864",79,49
"10.21105/joss.04868","4868",52,31
"10.21105/joss.05126","5126",54,33
"10.21105/joss.04185","4185",68,47
"10.21105/joss.04365","4365",93,63
"10.21105/joss.04338","4338",40,20
"10.21105/joss.04265","4265",86,57
"10.21105/joss.04747","4747",69,45
"10.21105/joss.04621","4621",62,39
"10.21105/joss.04678","4678",50,32
"10.21105/joss.04611","4611",112,74
"10.21105/joss.04038","4038",57,37
"10.21105/joss.04451","4451",61,38
"10.21105/joss.04404","4404",55,34
"10.21105/joss.04017","4017",59,33
"10.21105/joss.03885","3885",66,41
"10.21105/joss.03904","3904",60,39
"10.21105/joss.03960","3960",89,51
"10.21105/joss.03956","3956",119,92
"10.21105/joss.03993","3993",84,57
"10.21105/joss.03996","3996",115,76
"10.21105/joss.04015","4015",99,69
"10.21105/joss.03974","3974",104,74
"10.21105/joss.04173","4173",102,66
"10.21105/joss.04278","4278",65,36
"10.21105/joss.03329","3329",84,52
"10.21105/joss.05713","5713",61,41
"10.21105/joss.05777","5777",73,49
"10.21105/joss.05523","5523",71,47
"10.21105/joss.05605","5605",80,49
"10.21105/joss.05858","5858",67,43
"10.21105/joss.05453","5453",45,25
"10.21105/joss.05750","5750",53,33
"10.21105/joss.05959","5959",61,37
"10.21105/joss.05669","5669",117,84
"10.21105/joss.05619","5619",69,40
"10.21105/joss.05338","5338",39,20
"10.21105/joss.05375","5375",92,58
"10.21105/joss.05417","5417",64,40
"10.21105/joss.05092","5092",94,67
"10.21105/joss.05352","5352",60,40
"10.21105/joss.05023","5023",66,44
"10.21105/joss.05436","5436",69,48
"10.21105/joss.05099","5099",80,56
"10.21105/joss.05500","5500",116,89
"10.21105/joss.04945","4945",67,46
"10.21105/joss.04877","4877",100,75
"10.21105/joss.05275","5275",70,41
"10.21105/joss.05200","5200",74,48
"10.21105/joss.05272","5272",88,59
"10.21105/joss.05155","5155",54,33
"10.21105/joss.05298","5298",79,52
"10.21105/joss.04767","4767",54,34
"10.21105/joss.05097","5097",103,83
"10.21105/joss.04642","4642",77,54
"10.21105/joss.05019","5019",99,66
"10.21105/joss.05225","5225",49,27
"10.21105/joss.04866","4866",73,42
"10.21105/joss.04924","4924",63,42
"10.21105/joss.04949","4949",58,32
"10.21105/joss.05251","5251",92,67
"10.21105/joss.05265","5265",74,51
"10.21105/joss.05554","5554",56,37
"10.21105/joss.05371","5371",87,55
"10.21105/joss.05664","5664",48,28
"10.21105/joss.05056","5056",77,50
"10.21105/joss.05165","5165",84,53
"10.21105/joss.05256","5256",63,39
"10.21105/joss.05545","5545",63,41
"10.21105/joss.05548","5548",62,40
"10.21105/joss.05575","5575",80,55
"10.21105/joss.05979","5979",42,23
"10.21105/joss.04674","4674",58,36
"10.21105/joss.05008","5008",74,55
"10.21105/joss.05291","5291",83,54
"10.21105/joss.06175","6175",80,59
"10.21105/joss.06589","6589",47,27
"10.21105/joss.04457","4457",46,23
"10.21105/joss.02939","2939",78,50
"10.21105/joss.01614","1614",62,37
"10.21105/joss.00062","62",35,30
"10.21105/joss.06500","6500",78,43
"10.21105/joss.03075","3075",37,21
"10.21105/joss.01193","1193",69,38
"10.21105/joss.02970","2970",70,42
"10.21105/joss.02034","2034",62,41
"10.21105/joss.01662","1662",51,31
"10.21105/joss.03114","3114",76,52
"10.21105/joss.03820","3820",56,38
"10.21105/joss.00630","630",36,31
"10.21105/joss.05411","5411",70,44
"10.21105/joss.05916","5916",76,56
"10.21105/joss.00440","440",43,40
"10.21105/joss.06136","6136",89,66
"10.21105/joss.02705","2705",42,26
"10.21105/joss.03219","3219",171,105
"10.21105/joss.02862","2862",111,64
"10.21105/joss.03617","3617",82,49
"10.21105/joss.04158","4158",70,47
"10.21105/joss.01635","1635",41,23
"10.21105/joss.02816","2816",70,44
"10.21105/joss.05435","5435",73,52
"10.21105/joss.05038","5038",54,29
"10.21105/joss.05329","5329",61,39
"10.21105/joss.04200","4200",51,31
"10.21105/joss.05312","5312",67,40
"10.21105/joss.02435","2435",89,58
"10.21105/joss.05651","5651",58,37
"10.21105/joss.05313","5313",64,46
"10.21105/joss.06415","6415",52,31
"10.21105/joss.01417","1417",82,46
"10.21105/joss.05927","5927",90,66
"10.21105/joss.00042","42",21,21
"10.21105/joss.03967","3967",74,47
"10.21105/joss.00556","556",26,21
"10.21105/joss.05873","5873",57,32
"10.21105/joss.05976","5976",69,42
"10.21105/joss.06372","6372",75,53
"10.21105/joss.00514","514",22,16
"10.21105/joss.04862","4862",76,53
"10.21105/joss.04522","4522",58,35
"10.21105/joss.00103","103",26,23
"10.21105/joss.03249","3249",33,14
"10.21105/joss.03950","3950",53,31
"10.21105/joss.02448","2448",85,46
"10.21105/joss.03742","3742",179,128
"10.21105/joss.01828","1828",81,54
"10.21105/joss.03625","3625",65,43
"10.21105/joss.04468","4468",122,92
"10.21105/joss.05300","5300",57,35
"10.21105/joss.06147","6147",77,53
"10.21105/joss.05491","5491",49,29
"10.21105/joss.05868","5868",87,65
"10.21105/joss.06648","6648",25,8
"10.21105/joss.06325","6325",62,43
"10.21105/joss.06186","6186",79,52
"10.21105/joss.03575","3575",48,29
"10.21105/joss.03914","3914",56,31
"10.21105/joss.01611","1611",72,52
"10.21105/joss.06724","6724",48,27
"10.21105/joss.02671","2671",103,71
"10.21105/joss.05054","5054",48,27
"10.21105/joss.06684","6684",69,45
"10.21105/joss.05240","5240",72,46
"10.21105/joss.00737","737",41,33
"10.21105/joss.01279","1279",72,43
"10.21105/joss.03054","3054",97,66
"10.21105/joss.03710","3710",68,41
"10.21105/joss.01881","1881",59,39
"10.21105/joss.02266","2266",53,36
"10.21105/joss.01796","1796",74,44
"10.21105/joss.03997","3997",69,42
"10.21105/joss.02176","2176",100,64
"10.21105/joss.01601","1601",51,31
"10.21105/joss.05570","5570",115,74
"10.21105/joss.02515","2515",68,44
"10.21105/joss.06474","6474",73,50
"10.21105/joss.06490","6490",40,19
"10.21105/joss.01508","1508",71,43
"10.21105/joss.03893","3893",35,17
"10.21105/joss.04495","4495",65,39
"10.21105/joss.02733","2733",127,95
"10.21105/joss.00511","511",14,9
"10.21105/joss.04014","4014",69,42
"10.21105/joss.06018","6018",60,45
"10.21105/joss.05386","5386",70,47
"10.21105/joss.06461","6461",104,65
"10.21105/joss.01393","1393",43,27
"10.21105/joss.02646","2646",88,63
"10.21105/joss.03143","3143",127,87
"10.21105/joss.04707","4707",81,51
"10.21105/joss.06002","6002",67,46
"10.21105/joss.03238","3238",61,39
"10.21105/joss.00355","355",10,8
"10.21105/joss.02599","2599",74,53
"10.21105/joss.01342","1342",87,51
"10.21105/joss.01981","1981",58,36
"10.21105/joss.01427","1427",34,24
"10.21105/joss.01404","1404",69,36
"10.21105/joss.04739","4739",61,37
"10.21105/joss.02800","2800",104,74
"10.21105/joss.00185","185",28,24
"10.21105/joss.05372","5372",125,91
"10.21105/joss.03915","3915",85,55
"10.21105/joss.06600","6600",68,43
"10.21105/joss.06547","6547",64,40
"10.21105/joss.04507","4507",20,7
"10.21105/joss.00247","247",13,11
"10.21105/joss.05587","5587",84,58
"10.21105/joss.04987","4987",56,32
"10.21105/joss.01540","1540",67,40
"10.21105/joss.00904","904",51,32
"10.21105/joss.01207","1207",33,17
"10.21105/joss.02520","2520",74,44
"10.21105/joss.02687","2687",94,64
"10.21105/joss.01220","1220",23,11
"10.21105/joss.02828","2828",77,56
"10.21105/joss.05686","5686",96,62
"10.21105/joss.04530","4530",65,45
"10.21105/joss.02307","2307",102,71
"10.21105/joss.02094","2094",49,33
"10.21105/joss.01028","1028",35,17
"10.21105/joss.02314","2314",17,8
"10.21105/joss.05292","5292",67,40
"10.21105/joss.00034","34",61,61
"10.21105/joss.00797","797",61,44
"10.21105/joss.06531","6531",86,53
"10.21105/joss.01746","1746",83,52
"10.21105/joss.03522","3522",80,48
"10.21105/joss.00900","900",90,65
"10.21105/joss.00653","653",21,13
"10.21105/joss.04863","4863",58,33
"10.21105/joss.02440","2440",93,76
"10.21105/joss.02445","2445",76,52
"10.21105/joss.04721","4721",56,35
"10.21105/joss.04799","4799",51,32
"10.21105/joss.02866","2866",64,42
"10.21105/joss.00602","602",36,27
"10.21105/joss.02353","2353",69,49
"10.21105/joss.01959","1959",43,26
"10.21105/joss.05295","5295",70,49
"10.21105/joss.01848","1848",116,82
"10.21105/joss.04594","4594",54,35
"10.21105/joss.05059","5059",67,46
"10.21105/joss.00388","388",30,28
"10.21105/joss.03982","3982",55,32
"10.21105/joss.00754","754",25,19
"10.21105/joss.06150","6150",73,49
"10.21105/joss.05596","5596",82,54
"10.21105/joss.03272","3272",51,33
"10.21105/joss.01298","1298",46,27
"10.21105/joss.00729","729",38,21
"10.21105/joss.04101","4101",66,43
"10.21105/joss.01360","1360",25,12
"10.21105/joss.00786","786",28,20
"10.21105/joss.02111","2111",60,42
"10.21105/joss.01082","1082",72,46
"10.21105/joss.04913","4913",101,68
"10.21105/joss.04706","4706",49,30
"10.21105/joss.00265","265",9,7
"10.21105/joss.05041","5041",106,65
"10.21105/joss.03091","3091",73,46
"10.21105/joss.01643","1643",56,33
"10.21105/joss.05988","5988",59,40
"10.21105/joss.03095","3095",55,34
"10.21105/joss.03537","3537",41,21
"10.21105/joss.00360","360",57,38
"10.21105/joss.05186","5186",71,43
"10.21105/joss.04405","4405",79,55
"10.21105/joss.00188","188",14,12
"10.21105/joss.00893","893",27,20
"10.21105/joss.02706","2706",83,55
"10.21105/joss.00606","606",18,13
"10.21105/joss.02637","2637",52,32
"10.21105/joss.03733","3733",115,89
"10.21105/joss.02676","2676",65,45
"10.21105/joss.00182","182",16,14
"10.21105/joss.00985","985",27,16
"10.21105/joss.01053","1053",86,47
"10.21105/joss.03756","3756",53,33
"10.21105/joss.03351","3351",52,36
"10.21105/joss.01340","1340",82,57
"10.21105/joss.02462","2462",40,23
"10.21105/joss.01260","1260",48,33
"10.21105/joss.03002","3002",69,47
"10.21105/joss.00028","28",25,25
"10.21105/joss.00445","445",70,47
"10.21105/joss.03618","3618",116,84
"10.21105/joss.02842","2842",63,44
"10.21105/joss.00307","307",26,24
"10.21105/joss.00258","258",6,5
"10.21105/joss.00142","142",17,15
"10.21105/joss.01704","1704",55,29
"10.21105/joss.03374","3374",49,29
"10.21105/joss.02079","2079",43,27
"10.21105/joss.02797","2797",14,7
"10.21105/joss.02555","2555",155,122
"10.21105/joss.05182","5182",101,72
"10.21105/joss.00910","910",23,14
"10.21105/joss.05756","5756",81,49
"10.21105/joss.06393","6393",57,40
"10.21105/joss.06309","6309",92,58
"10.21105/joss.01181","1181",20,10
"10.21105/joss.03811","3811",85,62
"10.21105/joss.00512","512",14,9
"10.21105/joss.05238","5238",60,34
"10.21105/joss.03661","3661",52,31
"10.21105/joss.01269","1269",58,40
"10.21105/joss.01056","1056",36,19
"10.21105/joss.05781","5781",75,46
"10.21105/joss.03900","3900",19,6
"10.21105/joss.04279","4279",101,65
"10.21105/joss.02083","2083",53,39
"10.21105/joss.03191","3191",53,31
"10.21105/joss.03424","3424",84,56
"10.21105/joss.00541","541",18,13
"10.21105/joss.03495","3495",38,20
"10.21105/joss.03677","3677",43,25
"10.21105/joss.04694","4694",72,47
"10.21105/joss.00215","215",14,12
"10.21105/joss.03000","3000",76,50
"10.21105/joss.00475","475",16,12
"10.21105/joss.03484","3484",50,31
"10.21105/joss.02769","2769",127,94
"10.21105/joss.02810","2810",39,23
"10.21105/joss.00244","244",17,15
"10.21105/joss.03221","3221",57,36
"10.21105/joss.01191","1191",37,24
"10.21105/joss.01364","1364",39,18
"10.21105/joss.03190","3190",122,85
"10.21105/joss.02685","2685",77,57
"10.21105/joss.00119","119",18,15
"10.21105/joss.01592","1592",87,60
"10.21105/joss.02762","2762",26,13
"10.21105/joss.00365","365",19,17
"10.21105/joss.05810","5810",49,29
"10.21105/joss.03876","3876",34,18
"10.21105/joss.02946","2946",90,47
"10.21105/joss.05395","5395",240,202
"10.21105/joss.02871","2871",56,41
"10.21105/joss.05322","5322",45,25
"10.21105/joss.00787","787",111,63
"10.21105/joss.00898","898",59,42
"10.21105/joss.05982","5982",66,43
"10.21105/joss.01069","1069",45,27
"10.21105/joss.00064","64",54,51
"10.21105/joss.04251","4251",73,49
"10.21105/joss.06139","6139",97,69
"10.21105/joss.01880","1880",22,11
"10.21105/joss.05337","5337",61,35
"10.21105/joss.01102","1102",16,6
"10.21105/joss.02992","2992",96,59
"10.21105/joss.01098","1098",24,12
"10.21105/joss.00055","55",74,70
"10.21105/joss.04590","4590",51,34
"10.21105/joss.01160","1160",68,33
"10.21105/joss.01831","1831",88,50
"10.21105/joss.06394","6394",113,82
"10.21105/joss.05466","5466",63,38
"10.21105/joss.06683","6683",86,51
"10.21105/joss.03724","3724",92,62
"10.21105/joss.01986","1986",40,23
"10.21105/joss.01531","1531",109,71
"10.21105/joss.00961","961",35,20
"10.21105/joss.00141","141",13,11
"10.21105/joss.01764","1764",58,41
"10.21105/joss.01520","1520",40,23
"10.21105/joss.02824","2824",81,55
"10.21105/joss.03504","3504",55,35
"10.21105/joss.00820","820",62,48
"10.21105/joss.06532","6532",79,55
"10.21105/joss.04563","4563",74,46
"10.21105/joss.03324","3324",70,42
"10.21105/joss.00372","372",30,28
"10.21105/joss.03653","3653",60,34
"10.21105/joss.04736","4736",109,77
"10.21105/joss.00966","966",49,36
"10.21105/joss.00785","785",100,64
"10.21105/joss.01776","1776",71,38
"10.21105/joss.02402","2402",81,56
"10.21105/joss.00854","854",21,13
"10.21105/joss.03199","3199",62,36
"10.21105/joss.03821","3821",109,71
"10.21105/joss.02382","2382",81,60
"10.21105/joss.03202","3202",109,64
"10.21105/joss.06200","6200",49,26
"10.21105/joss.02160","2160",56,35
"10.21105/joss.01209","1209",75,62
"10.21105/joss.01094","1094",105,65
"10.21105/joss.00341","341",21,19
"10.21105/joss.01722","1722",70,38
"10.21105/joss.01327","1327",56,37
"10.21105/joss.01171","1171",82,60
"10.21105/joss.02407","2407",110,82
"10.21105/joss.02377","2377",105,84
"10.21105/joss.02535","2535",56,38
"10.21105/joss.03173","3173",77,48
"10.21105/joss.02050","2050",62,37
"10.21105/joss.05358","5358",82,47
"10.21105/joss.00501","501",26,18
"10.21105/joss.01240","1240",56,29
"10.21105/joss.06073","6073",49,35
"10.21105/joss.00967","967",37,29
"10.21105/joss.02007","2007",72,45
"10.21105/joss.05961","5961",62,43
"10.21105/joss.06260","6260",75,47
"10.21105/joss.04115","4115",93,58
"10.21105/joss.06191","6191",69,47
"10.21105/joss.01425","1425",91,54
"10.21105/joss.05580","5580",87,65
"10.21105/joss.01655","1655",81,57
"10.21105/joss.03708","3708",70,46
"10.21105/joss.00167","167",18,15
"10.21105/joss.06021","6021",57,30
"10.21105/joss.01684","1684",118,89
"10.21105/joss.03022","3022",61,34
"10.21105/joss.01811","1811",101,54
"10.21105/joss.03497","3497",66,39
"10.21105/joss.06725","6725",70,48
"10.21105/joss.06084","6084",66,44
"10.21105/joss.01674","1674",78,45
"10.21105/joss.02578","2578",81,64
"10.21105/joss.05350","5350",93,66
"10.21105/joss.06411","6411",73,42
"10.21105/joss.06159","6159",62,40
"10.21105/joss.03042","3042",62,36
"10.21105/joss.01337","1337",70,48
"10.21105/joss.06310","6310",73,45
"10.21105/joss.00988","988",50,25
"10.21105/joss.03725","3725",82,53
"10.21105/joss.03166","3166",86,46
"10.21105/joss.02419","2419",28,15
"10.21105/joss.01216","1216",45,27
"10.21105/joss.00657","657",40,27
"10.21105/joss.00965","965",31,18
"10.21105/joss.06187","6187",72,48
"10.21105/joss.03169","3169",73,48
"10.21105/joss.00204","204",13,11
"10.21105/joss.00124","124",45,43
"10.21105/joss.00735","735",21,16
"10.21105/joss.03635","3635",72,48
"10.21105/joss.00352","352",20,18
"10.21105/joss.00812","812",43,33
"10.21105/joss.01351","1351",72,49
"10.21105/joss.04053","4053",72,41
"10.21105/joss.00248","248",13,10
"10.21105/joss.01358","1358",85,47
"10.21105/joss.03145","3145",52,33
"10.21105/joss.05184","5184",75,51
"10.21105/joss.00165","165",41,32
"10.21105/joss.00827","827",38,23
"10.21105/joss.00592","592",30,21
"10.21105/joss.03175","3175",71,53
"10.21105/joss.02063","2063",85,63
"10.21105/joss.06318","6318",79,48
"10.21105/joss.01265","1265",36,21
"10.21105/joss.06712","6712",59,37
"10.21105/joss.03897","3897",82,45
"10.21105/joss.00521","521",12,7
"10.21105/joss.02451","2451",57,38
"10.21105/joss.04333","4333",125,92
"10.21105/joss.04397","4397",62,42
"10.21105/joss.04416","4416",133,84
"10.21105/joss.04752","4752",74,51
"10.21105/joss.04207","4207",75,45
"10.21105/joss.05649","5649",119,85
"10.21105/joss.05550","5550",91,72
"10.21105/joss.05202","5202",82,62
"10.21105/joss.05446","5446",68,47
"10.21105/joss.05582","5582",54,33
"10.21105/joss.05496","5496",54,31
"10.21105/joss.05562","5562",81,56
"10.21105/joss.05289","5289",27,11
